id,listing_type,title,property_name,project,location,price,price_per_sqft,area,area_unit,area_type,bhk,bathrooms,possession,highlights,nearby,description,builder,posted_by,image,url,configurations,source_page
177287,PROJECT,Lodha Amara,Lodha Amara,,"Kolshet Road, Thane",₹89 L - 1 Cr | ₹1.23 - 1.73 Cr | ₹1.66 - 2.98 Cr,,,,,3 BHK,,,,NaMo Grand Central Park | R Mall Thane,"Lodha Amara, one of the known housing societes in Thane, brings classic yet modern 1,2,3 BHK apartments in Kolshet Road. The housing society is RERA-registered with P51700001065 registration number. Apartment prices in this housing society vary in the range of Rs. 89 L - 2.98 Cr. Here units have different sizes, mostly in range of 446 - 1,266 sqft CARPET area",Lodha,,,https://www.99acres.com/lodha-amara-kolshet-road-thane-npxid-r177287,1 BHK Apartment: ₹89 L - 1 Cr | 2 BHK Apartment: ₹1.23 - 1.73 Cr | 3 BHK Apartment: ₹1.66 - 2.98 Cr,2
409744,PROJECT,Horizon Pearl 2,Horizon Pearl 2,,"Kasar Vadavali, Thane",₹55 L | ₹80 L,,,,,2 BHK,,,,Hypercity Shopping Mall | Anand Nagar Metro Station,"Choose your dream home from the wide variety of 1,2 BHK apartments in Kasar Vadavali, available for sale in Horizon Pearl 2. Apartments in Horizon Pearl 2 have CARPET area ranging between 423 - 619 sqft. Horizon Pearl 2 's RERA registration number is P51700050797. Apartments in this complex are available in price range of Rs. 55 - 80 L",Horizon Group,,,https://www.99acres.com/horizon-pearl-2-kasar-vadavali-thane-npxid-r409744,1 BHK Apartment: ₹55 L | 2 BHK Apartment: ₹80 L,2
468823,PROJECT,LNT Vayam,LNT Vayam,,"Panch Pakhadi, Thane West",₹1.75 - 2.13 Cr | ₹2.89 - 3.31 Cr,,,,,3 BHK,,,,,"LNT Vayam society now offers elegantly built 2,3 BHK apartments in Panch Pakhadi. The housing society is RERA-registered with PM1330002600565 registration number. Apartment prices in this housing society vary in the range of Rs. 1.75 - 3.31 Cr. LNT Vayam has apartments in multiple configurations, in range of 668 - 1,263 sqft",L and T Realty,,,https://www.99acres.com/lnt-vayam-panch-pakhadi-mumbai-thane-npxid-r468823,2 BHK Apartment: ₹1.75 - 2.13 Cr | 3 BHK Apartment: ₹2.89 - 3.31 Cr,2
461798,PROJECT,Avatara,Avatara,,"Kasar Vadavali, Thane",₹95 L - 1.12 Cr | ₹1.28 - 1.71 Cr,,,,,3 BHK,,,,,"Avatara, one of the known housing societes in Thane, brings classic yet modern 2,3 BHK apartments in Kasar Vadavali. Avatara has apartments in multiple configurations, in range of 556 - 1,002 sqft. This society offers apartments in the price range of Rs. 95 L - 1.71 Cr. Avatara 's RERA registration number is PR1331012502052",Squarefeet Group,,,https://www.99acres.com/avatara-kasar-vadavali-thane-npxid-r461798,2 BHK Apartment: ₹95 L - 1.12 Cr | 3 BHK Apartment: ₹1.28 - 1.71 Cr,2
434482,PROJECT,L&T Realty Evara Heights,L&T Realty Evara Heights,,Thane West,₹2.14 - 2.47 Cr | ₹2.95 - 3.52 Cr | ₹5.6 - 6.5 Cr,,,,,4 BHK,,,,Eastern Express Highway | LOodha iThink Office,"Finest 2,3,4 BHK apartments in Thane West available for sale in L&T Realty Evara Heights. L&T Realty Evara Heights apartments are available in multiples sizes, ranging from 747 - 2,236 sqft CARPET area. Prices of apartments in this project, vary between Rs. 2.14 - 6.5 Cr. This society is RERA approved and P51700077678 is the RERA number",L and T Realty,,,https://www.99acres.com/l-t-realty-evara-heights-thane-west-mumbai-npxid-r434482,2 BHK Apartment: ₹2.14 - 2.47 Cr | 3 BHK Apartment: ₹2.95 - 3.52 Cr | 4 BHK Apartment: ₹5.6 - 6.5 Cr,3
441521,PROJECT,Purva Panorama,Purva Panorama,,"Ghodbunder Road, Thane",₹1.53 - 1.86 Cr | ₹2.12 - 5.6 Cr | ₹3.47 - 6.83 Cr | ₹3.41 Cr,,,,,5 BHK,,,,Suraj Water Park | R Shopping Mall,"Check out 2,3,4,5 BHK apartments in Ghodbunder Road, now available for sale at Purva Panorama. This society is RERA approved and P51700079811 is the RERA number. Apartments in Purva Panorama have CARPET area ranging between 716 - 3,032 sqft. This society offers apartments in the price range of Rs. 1.53 - 6.83 Cr",Puravankara,,,https://www.99acres.com/purva-panorama-ghodbunder-road-mumbai-thane-npxid-r441521,2 BHK Apartment: ₹1.53 - 1.86 Cr | 3 BHK Apartment: ₹2.12 - 5.6 Cr | 4 BHK Apartment: ₹3.47 - 6.83 Cr | 5 BHK Apartment: ₹3.41 Cr,3
352115,PROJECT,Godrej Exquisite,Godrej Exquisite,,"Kavesar, Thane West",₹1.79 - 1.95 Cr | ₹2.1 - 2.52 Cr,,,,,3 BHK,,,,Suraj Water Park | NH 48,"Godrej Exquisite society now offers elegantly built 2,3 BHK apartments in Kavesar. This society is RERA approved and P51700024496 is the RERA number. Apartments in this complex are available in price range of Rs. 1.79 - 2.52 Cr. Here units have different sizes, mostly in range of 655 - 922 sqft CARPET area",Godrej Properties,,,https://www.99acres.com/godrej-exquisite-kavesar-mumbai-thane-npxid-r352115,2 BHK Apartment: ₹1.79 - 1.95 Cr | 3 BHK Apartment: ₹2.1 - 2.52 Cr,3
416810,PROJECT,Lodha Stella,Lodha Stella,,"Majiwada, Thane",₹2.83 - 3.57 Cr | ₹3.78 - 4.98 Cr,,,,,4 BHK,,,,TCS IT Park | Bethany Hospital,"Lodha Stella, one of the known housing societes in Thane, brings classic yet modern 3,4 BHK apartments in Majiwada. Prices of apartments in this project, vary between Rs. 2.83 - 4.98 Cr. Here units have different sizes, mostly in range of 1,186 - 2,089 sqft CARPET area. Lodha Stella is a RERA- registered society and P51700053017 is the RERA registration number",Lodha,,,https://www.99acres.com/lodha-stella-majiwada-mumbai-thane-npxid-r416810,3 BHK Apartment: ₹2.83 - 3.57 Cr | 4 BHK Apartment: ₹3.78 - 4.98 Cr,3
443769,PROJECT,Lodha Elanor,Lodha Elanor,,"Sandoz Baug, Thane West",₹2.7 - 3.37 Cr | ₹5.15 - 7.06 Cr,,,,,4 BHK,,,,National Highway 48 | R Mall Thane,"Here are beautifully built 3,4 BHK apartments in Sandoz Baug, available for sale at Lodha Elanor. Lodha Elanor has apartments in multiple configurations, in range of 1,120 - 2,907 sqft. Lodha Elanor 's RERA registration number is P51700046312. Prices of apartments in this project, vary between Rs. 2.7 - 7.06 Cr",Lodha,,,https://www.99acres.com/lodha-elanor-sandoz-baug-mumbai-thane-npxid-r443769,3 BHK Apartment: ₹2.7 - 3.37 Cr | 4 BHK Apartment: ₹5.15 - 7.06 Cr,3
430190,PROJECT,Rustomjee Verdant Vistas,Rustomjee Verdant Vistas,,"Majiwada, Thane",₹2.99 - 3.44 Cr | ₹4.46 - 6.5 Cr,,,,,4 BHK,,,,Lodha World School | ARMIET,"Looking for your dream home? Explore 3,4 BHK apartments in Majiwada, now available in Rustomjee Verdant Vistas. This society offers apartments in the price range of Rs. 2.99 - 6.5 Cr. Rustomjee Verdant Vistas is a RERA- registered society and P51700077136 is the RERA registration number. Rustomjee Verdant Vistas apartments are available in multiples sizes, ranging from 1,115 - 2,244 sqft CARPET area",Rustomjee Builders,,,https://www.99acres.com/rustomjee-verdant-vistas-majiwada-mumbai-thane-npxid-r430190,3 BHK Apartment: ₹2.99 - 3.44 Cr | 4 BHK Apartment: ₹4.46 - 6.5 Cr,3
354276,PROJECT,Tirumala Estate,Tirumala Estate,,"Kalher, Thane West",₹23.63 - 25.88 L | ₹32.4 - 34.42 L | ₹17.37 L,,,,,2 BHK,,,,LEO Internaonal School | Lile Angel School,"Tirumala Estate has 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment options to offer in Kalher. Prices here start from Rs. 17.37 L. Gymnasium, Club House and Children's Play Area are some of the amenities offered here. Property options in Tirumala Estate varies between 380 - 765 sqft",Tirumala Enterprise Mumbai,,,https://www.99acres.com/tirumala-estate-kalher-mumbai-thane-npxid-r354276,1 BHK Apartment: ₹23.63 - 25.88 L | 2 BHK Apartment: ₹32.4 - 34.42 L | 1 RK Studio Apartment: ₹17.37 L,3
426806,PROJECT,Mextech Miraya Divine,Mextech Miraya Divine,,"Majiwada, Thane",₹1.09 - 1.8 Cr | ₹1.99 - 2.25 Cr | ₹3.39 Cr,,,,,4 BHK,,,,National Highway 848 | Amber International School,"Beautiful 2,3,4 BHK apartments in Majiwada, are now available in Mextech Miraya Divine housing project. Mextech Miraya Divine apartments are available in multiples sizes, ranging from 478 - 1,486 sqft CARPET area. Mextech Miraya Divine 's RERA registration number is P51700055585. Apartments in this complex are available in price range of Rs. 1.09 - 3.39 Cr",Mextech Group,,,https://www.99acres.com/mextech-miraya-divine-majiwada-mumbai-thane-npxid-r426806,2 BHK Apartment: ₹1.09 - 1.8 Cr | 3 BHK Apartment: ₹1.99 - 2.25 Cr | 4 BHK Apartment: ₹3.39 Cr,3
353930,PROJECT,Lodha Bella Vista,Lodha Bella Vista,,"Manpada, Thane",₹1.49 - 1.89 Cr | ₹2.93 - 3.93 Cr | ₹4.45 - 5.21 Cr,,,,,4 BHK,,,,NH 48 | Tikuji-ni-Wadi,"Choose your dream home from the wide variety of 2,3,4 BHK apartments in Manpada, available for sale in Lodha Bella Vista. Here units have different sizes, mostly in range of 565 - 1,861 sqft CARPET area. The housing society is RERA-registered with P51700024815 registration number. Apartment prices in this housing society vary in the range of Rs. 1.49 - 5.21 Cr",Lodha,,,https://www.99acres.com/lodha-bella-vista-manpada-mumbai-thane-npxid-r353930,2 BHK Apartment: ₹1.49 - 1.89 Cr | 3 BHK Apartment: ₹2.93 - 3.93 Cr | 4 BHK Apartment: ₹4.45 - 5.21 Cr,3
323355,PROJECT,Raymond Realty Ten X Habitat,Raymond Realty Ten X Habitat,,"Pokhran 2, Thane",₹1.29 Cr | ₹1.28 - 1.91 Cr,,,,,2 BHK,,,,"Jupiter Hospital | Fortune Park Lake City, Thane","Here are beautifully built 1,2 BHK apartments in Pokhran 2, available for sale at Raymond Realty Ten X Habitat. Apartments in this complex are available in price range of Rs. 1.28 - 1.91 Cr. Raymond Realty Ten X Habitat is a RERA- registered society and P51700019265 is the RERA registration number. Raymond Realty Ten X Habitat has apartments in multiple configurations, in range of 408 - 644 sqft",Raymond Realty,,,https://www.99acres.com/raymond-realty-ten-x-habitat-pokhran-2-mumbai-thane-npxid-r323355,1 BHK Apartment: ₹1.29 Cr | 2 BHK Apartment: ₹1.28 - 1.91 Cr,3
416808,PROJECT,Tirumala Estate Phase 2,Tirumala Estate Phase 2,,"Kasheli, Thane",₹24.3 - 27.68 L | ₹30.38 - 38.7 L | ₹16.88 - 20.7 L,,,,,2 BHK,,,,S.S. Hospital | Evershine English School,"Check out 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment in Tirumala Estate Phase 2, one of the best offerings in Kasheli. Properties in Tirumala Estate Phase 2 are sized in the range of 375 - 860 sqft. Gymnasium, Children's Play Area and Jogging Track are some of the amenities offered here. Prices here start from Rs. 16.88 L",Tirumala Enterprise Mumbai,,,https://www.99acres.com/tirumala-estate-phase-2-kasheli-thane-npxid-r416808,1 BHK Apartment: ₹24.3 - 27.68 L | 2 BHK Apartment: ₹30.38 - 38.7 L | 1 RK Studio Apartment: ₹16.88 - 20.7 L,3
437024,PROJECT,Riddhi Siddhi Park,Riddhi Siddhi Park,,"Kalher, Thane West",₹16 L | ₹29 L | ₹12.5 L,,,,,2 BHK,,,,D.Y. International School | Galaxy Hospital,"Riddhi Siddhi Park has 1 BHK Apartment, 2 BHK Apartment and 1 BHK Studio Apartment options to offer in Kalher. Property options in Riddhi Siddhi Park varies between 325 - 745 sqft. Prices here start from Rs. 12.5 L. Riddhi Siddhi Park is an Under Construction project",Hari Om Infra,,,https://www.99acres.com/riddhi-siddhi-park-kalher-mumbai-thane-npxid-r437024,1 BHK Apartment: ₹16 L | 2 BHK Apartment: ₹29 L | 1 RK Studio Apartment: ₹12.5 L,3
449056,PROJECT,Mextech Miraya Trinity,Mextech Miraya Trinity,,"Majiwada, Thane",₹2.74 Cr | ₹1.31 - 2.91 Cr,,,,,3 BHK,,,,Amber International School | Highland Super Speciality Hospital,"Looking for your dream home? Explore 2,3 BHK apartments in Majiwada, now available in Mextech Miraya Trinity. Mextech Miraya Trinity apartments are available in multiples sizes, ranging from 450 - 1,001 sqft CARPET area. Prices of apartments in this project, vary between Rs. 1.31 - 2.91 Cr. Mextech Miraya Trinity is a RERA- registered society and P51700080732 is the RERA registration number",Mextech Property Developers LLP,,,https://www.99acres.com/mextech-miraya-trinity-majiwada-mumbai-thane-npxid-r449056,2 BHK Apartment: ₹2.74 Cr | 3 BHK Apartment: ₹1.31 - 2.91 Cr,3
242371,PROJECT,Serein by Tata Housing,Serein by Tata Housing,,"Pokhran 2, Thane",₹1.31 - 1.75 Cr | ₹2.04 - 2.79 Cr | ₹2.65 - 5.03 Cr,,,,,3 BHK,,,,Bethany Hospital | Vasant Vihar High School & Jr. College,"Serein by Tata Housing society now offers elegantly built 1,2,3 BHK apartments in Pokhran 2. This society is RERA approved and P51700000295 is the RERA number. Apartments in Serein by Tata Housing have CARPET area ranging between 446 - 1,281 sqft. Apartment prices in this housing society vary in the range of Rs. 1.31 - 5.03 Cr",Tata Housing,,,https://www.99acres.com/serein-by-tata-housing-pokhran-2-mumbai-thane-npxid-r242371,1 BHK Apartment: ₹1.31 - 1.75 Cr | 2 BHK Apartment: ₹2.04 - 2.79 Cr | 3 BHK Apartment: ₹2.65 - 5.03 Cr,3
344375,PROJECT,Mahavir Spring,Mahavir Spring,,"Pokhran 2, Thane",₹1.17 - 1.45 Cr | ₹1.54 - 2.04 Cr | ₹2.12 - 2.78 Cr,,,,,3 BHK,,,,Sankalp English School | Meet Business Park,"Mahavir Spring, one of the known housing societes in Thane, brings classic yet modern 1,2,3 BHK apartments in Pokhran 2. Mahavir Spring apartments are available in multiples sizes, ranging from 455 - 1,070 sqft CARPET area. This society offers apartments in the price range of Rs. 1.17 - 2.78 Cr. Mahavir Spring 's RERA registration number is P51700022994",Damji Shamji Shah Group,,,https://www.99acres.com/mahavir-spring-pokhran-2-mumbai-thane-npxid-r344375,1 BHK Apartment: ₹1.17 - 1.45 Cr | 2 BHK Apartment: ₹1.54 - 2.04 Cr | 3 BHK Apartment: ₹2.12 - 2.78 Cr,3
273827,PROJECT,Y Square,Y Square,,Thane West,₹65.97 - 66.96 L | ₹1 - 1.01 Cr,,,,,2 BHK,,,,Blossom English | Sandip University,"Check out 1,2 BHK apartments in Thane West, now available for sale at Y Square. Apartments in this complex are available in price range of Rs. 65.97 L - 1.01 Cr. Y Square is a RERA- registered society and P51700015652 is the RERA registration number. Y Square apartments are available in multiples sizes, ranging from 387 - 553 sqft CARPET area",Terraform Realty,,,https://www.99acres.com/y-square-thane-west-mumbai-npxid-r273827,1 BHK Apartment: ₹65.97 - 66.96 L | 2 BHK Apartment: ₹1 - 1.01 Cr,3
413082,PROJECT,Dosti Eden,Dosti Eden,,"Brahmand, Thane West",₹1.15 Cr | ₹1.43 - 1.83 Cr | ₹2.1 - 2.32 Cr,,,,,3 BHK,,,,Orchids Int School | Cosmos Mall,"Choose your dream home from the wide variety of 1,2,3 BHK apartments in Brahmand, available for sale in Dosti Eden. Dosti Eden 's RERA registration number is P51700049421. Apartments in Dosti Eden have CARPET area ranging between 513 - 1,039 sqft. Prices of apartments in this project, vary between Rs. 1.15 - 2.32 Cr",Dosti Realty,,,https://www.99acres.com/dosti-eden-brahmand-mumbai-thane-npxid-r413082,1 BHK Apartment: ₹1.15 Cr | 2 BHK Apartment: ₹1.43 - 1.83 Cr | 3 BHK Apartment: ₹2.1 - 2.32 Cr,3
464316,PROJECT,Kavya Shrushti Estate 2,Kavya Shrushti Estate 2,,"Kasheli, Thane",₹19.36 - 25.12 L | ₹27.61 - 30.81 L,,,,,2 BHK,,,,,"Check out 1,2 BHK apartments in Kasheli, now available for sale at Kavya Shrushti Estate 2. Kavya Shrushti Estate 2 has apartments in multiple configurations, in range of 332 - 514 sqft. This society offers apartments in the price range of Rs. 19.36 - 30.81 L. Apartments at Kavya Shrushti Estate 2 is currently Under Construction",Ajmeri Builders,,,https://www.99acres.com/kavya-shrushti-estate-2-kasheli-thane-npxid-r464316,1 BHK Apartment: ₹19.36 - 25.12 L | 2 BHK Apartment: ₹27.61 - 30.81 L,3
423193,PROJECT,Aanya Crystal Antara,Aanya Crystal Antara,,"Manpada, Thane",₹1.9 Cr | ₹2.66 - 2.75 Cr,,,,,3 BHK,,,,Lok Puram Public School | University of Mumbai Thane,"Aanya Crystal Antara, one of the known housing societes in Thane, brings classic yet modern 2,3 BHK apartments in Manpada. Aanya Crystal Antara has apartments in multiple configurations, in range of 787 - 1,061 sqft. Prices of apartments in this project, vary between Rs. 1.9 - 2.75 Cr. Aanya Crystal Antara 's RERA registration number is P51700054437",Aanya Constructive Intelligence,,,https://www.99acres.com/aanya-crystal-antara-manpada-mumbai-thane-npxid-r423193,2 BHK Apartment: ₹1.9 Cr | 3 BHK Apartment: ₹2.66 - 2.75 Cr,3
398091,PROJECT,Runwal Zenith,Runwal Zenith,,"Balkum, Thane",₹2.2 - 2.75 Cr,,,,,3 BHK,,,,University of Mumbai Thane Sub-Campus | Amber International School,"Beautiful 3 BHK apartments in Balkum, are now available in Runwal Zenith housing project. Runwal Zenith has apartments in multiple configurations, in range of 967 - 1,221 sqft. The housing society is RERA-registered with P51700046734 registration number. Apartment prices in this housing society vary in the range of Rs. 2.2 - 2.75 Cr",Runwal Realty,,,https://www.99acres.com/runwal-zenith-balkum-mumbai-thane-npxid-r398091,3 BHK Apartment: ₹2.2 - 2.75 Cr,3
222721,PROJECT,Squarefeet Green Square,Squarefeet Green Square,,"Anand Nagar, Thane",₹43.65 - 58.5 L | ₹48.15 - 83.7 L,,,,,2 BHK,,,,Arunodaya Public School | Aarav Muchhala Junior College,"Squarefeet Green Square, one of the known housing societes in Thane, brings classic yet modern 1,2 BHK apartments in Anand Nagar. Squarefeet Green Square has apartments in multiple configurations, in range of 291 - 558 sqft. Squarefeet Green Square 's RERA registration number is P51700046932. This society offers apartments in the price range of Rs. 43.65 - 83.7 L",Squarefeet Group,,,https://www.99acres.com/squarefeet-green-square-anand-nagar-mumbai-thane-npxid-r222721,1 BHK Apartment: ₹43.65 - 58.5 L | 2 BHK Apartment: ₹48.15 - 83.7 L,3
441721,PROJECT,Adani Codename LIT,Adani Codename LIT,,"Dharamveer Nagar, Thane",₹2.16 - 2.7 Cr | ₹3.2 - 3.78 Cr | ₹6.33 Cr,,,,,4 BHK,,,,Centrum Business Square | Dadoji Konddev Stadium,"Adani Codename LIT society now offers elegantly built 2,3,4 BHK apartments in Dharamveer Nagar. Apartments in Adani Codename LIT have CARPET area ranging between 788 - 1,556 sqft. Apartments in this complex are available in price range of Rs. 2.16 - 6.33 Cr. Adani Codename LIT is a RERA- registered society and P51700079896 is the RERA registration number",Adani Realty,,,https://www.99acres.com/adani-codename-lit-dharamveer-nagar-mumbai-thane-npxid-r441721,2 BHK Apartment: ₹2.16 - 2.7 Cr | 3 BHK Apartment: ₹3.2 - 3.78 Cr | 4 BHK Apartment: ₹6.33 Cr,3
408593,PROJECT,Belicia,Belicia,,"Panch Pakhadi, Thane West",₹2.32 - 2.43 Cr | ₹3.15 - 3.51 Cr | ₹4.81 Cr,,,,,4 BHK,,,,Aadhar Hospital | Korum Mall,"Spacious 2,3,4 BHK apartments in Panch Pakhadi are available for sale.Check out latest property options at Belicia housing society. This society is RERA approved and P51700050457 is the RERA number. This society offers apartments in the price range of Rs. 2.32 - 4.81 Cr. Belicia has apartments in multiple configurations, in range of 779 - 1,546 sqft",House of Hiranandani,,,https://www.99acres.com/belicia-panch-pakhadi-mumbai-thane-npxid-r408593,2 BHK Apartment: ₹2.32 - 2.43 Cr | 3 BHK Apartment: ₹3.15 - 3.51 Cr | 4 BHK Apartment: ₹4.81 Cr,3
387987,PROJECT,Ekdanta Rex Residency,Ekdanta Rex Residency,,"Vartak Nagar, Thane West",₹82.32 - 89.28 L | ₹1.17 - 1.18 Cr,,,,,2 BHK,,,,SVPM's Sanskar Public School | Korum Mall,"Check out 1,2 BHK apartments in Vartak Nagar, now available for sale at Ekdanta Rex Residency. Apartments in Ekdanta Rex Residency have CARPET area ranging between 343 - 490 sqft. The housing society is RERA-registered with P51700033974 registration number. Apartment prices in this housing society vary in the range of Rs. 82.32 L - 1.18 Cr",Ekdanta Developers,,,https://www.99acres.com/ekdanta-rex-residency-vartak-nagar-mumbai-thane-npxid-r387987,1 BHK Apartment: ₹82.32 - 89.28 L | 2 BHK Apartment: ₹1.17 - 1.18 Cr,3
312425,PROJECT,Lodha Sterling,Lodha Sterling,,"Kolshet Road, Thane",₹1.59 - 2.36 Cr | ₹2.05 - 3.25 Cr | ₹4.28 - 4.99 Cr,,,,,4 BHK,,,,Orchids The International School Thane | Amber International School,"Lodha Sterling, one of the known housing societes in Thane, brings classic yet modern 2,3,4 BHK apartments in Kolshet Road. This society offers apartments in the price range of Rs. 1.59 - 4.99 Cr. Lodha Sterling 's RERA registration number is P51700020158. Apartments in Lodha Sterling have CARPET area ranging between 756 - 2,040 sqft",Lodha,,,https://www.99acres.com/lodha-sterling-kolshet-road-thane-npxid-r312425,2 BHK Apartment: ₹1.59 - 2.36 Cr | 3 BHK Apartment: ₹2.05 - 3.25 Cr | 4 BHK Apartment: ₹4.28 - 4.99 Cr,3
410760,PROJECT,Forestville by Oberoi Realty,Forestville by Oberoi Realty,,"Kolshet, Thane West",₹1.96 Cr,,,,,3 BHK,,,,Podar International School | National College,"Check out 3 BHK apartments in Kolshet, now available for sale at Forestville by Oberoi Realty. This society is RERA approved and P51700050312 is the RERA number. Apartments in Forestville by Oberoi Realty have CARPET area ranging between 1,090 sqft. This society offers apartments in the price range of Rs. 1.96 Cr",Oberoi Realty,,,https://www.99acres.com/forestville-by-oberoi-realty-kolshet-mumbai-thane-npxid-r410760,3 BHK Apartment: ₹1.96 Cr,4
440012,PROJECT,Dream Paradise,Dream Paradise,,"khopat, Thane West",₹80.8 L - 1.11 Cr | ₹1.51 - 1.87 Cr,,,,,2 BHK,,,,Suyash Hospital | Dev Corpora,"Dream Paradise, one of the known housing societes in Thane, brings classic yet modern 1,2 BHK apartments in khopat. This society offers apartments in the price range of Rs. 80.8 L - 1.87 Cr. Dream Paradise is a RERA- registered society and P51700078571 is the RERA registration number. Apartments in Dream Paradise have CARPET area ranging between 411 - 691 sqft",Dream Group of Companies,,,https://www.99acres.com/dream-paradise-khopat-mumbai-thane-npxid-r440012,1 BHK Apartment: ₹80.8 L - 1.11 Cr | 2 BHK Apartment: ₹1.51 - 1.87 Cr,4
326897,PROJECT,T Bhimjyani Verraton,T Bhimjyani Verraton,,"Manpada, Thane",₹1.3 - 2.12 Cr | ₹1.66 - 3.11 Cr | ₹3.11 - 3.38 Cr,,,,,4 BHK,,,,Twins English High School | D.A.V. Public School,"Beautiful 2,3,4 BHK apartments in Manpada, are now available in T Bhimjyani Verraton housing project. T Bhimjyani Verraton is a RERA- registered society and P51700004591 is the RERA registration number. Apartment prices in this housing society vary in the range of Rs. 1.3 - 3.38 Cr. Here units have different sizes, mostly in range of 610 - 1,469 sqft CARPET area",T Bhimjyani Realty,,,https://www.99acres.com/t-bhimjyani-verraton-manpada-mumbai-thane-npxid-r326897,2 BHK Apartment: ₹1.3 - 2.12 Cr | 3 BHK Apartment: ₹1.66 - 3.11 Cr | 4 BHK Apartment: ₹3.11 - 3.38 Cr,4
G88429234,PROPERTY,"3 BHK Flat in Kolshet Road, Thane","3 BHK Flat in Kolshet Road, Thane",Godrej Ascend,"Kolshet Road, Thane",₹1.71 Cr,"₹22,470 /sqft",761 sqft,(71 sqm),Carpet Area,3 BHK,3,Under Construction,17th out of 41 Floors | Overlooking Main Road,,"This is your chance to a 3 bhk apartment / flat for sale in godrej ascend kolshet road thane . Where luxury comes with affordability. Basic details: You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 0 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good ve...",Owner,5mo ago,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-ascend-kolshet-road-thane-761-sqft-spid-G88429234,,4
444098,PROJECT,Balsunder Trividh,Balsunder Trividh,,"Naupada, Thane West",₹2.02 - 2.2 Cr | ₹3.15 Cr,,,,,3 BHK,,,,Medicare Hosiptal | Saraswati Education Society,"Looking for your dream home? Explore 2,3 BHK apartments in Naupada, now available in Balsunder Trividh. This society is RERA approved and P51700077697 is the RERA number. Apartments in Balsunder Trividh have CARPET area ranging between 744 - 1,166 sqft. Apartment prices in this housing society vary in the range of Rs. 2.02 - 3.15 Cr",Balsunder CHSL,,,https://www.99acres.com/balsunder-trividh-naupada-mumbai-thane-npxid-r444098,2 BHK Apartment: ₹2.02 - 2.2 Cr | 3 BHK Apartment: ₹3.15 Cr,4
