title,price,area,price_per_sqft,locality,city,property_type,bedroom_num,bathroom_num,furnished,total_floors,new_latitude,new_longitude,new_pincode
 ,40300000,1252,32188.49840255591,Borivali,Mumbai,Apartment,3,3,Unfurnished,1,19.2262917,72.8569031,400091
 ,29800000,1034,28820.116054158607,Borivali,Mumbai,Apartment,3,3,Unfurnished,1,19.2262917,72.8569031,400091
Shree Pratham,4300000,610,7049.180327868852,Taloja,Mumbai,Apartment,1,1,Unfurnished,1,19.0759449,73.0952454,410208
Techno Vision Vivanta Marvel,14896000,931,16000.0,Mira Road,Mumbai,Apartment,3,3,Unfurnished,1,19.2826767,72.8736572,401107
Laxmi Aangan,4800000,610,7868.852459016393,Kharghar,Mumbai,Apartment,1,1,Unfurnished,1,19.0708218,73.0739594,410210
Gurukrupa Marina Enclave,10500000,500,21000.0,Malad,Mumbai,Apartment,1,2,Semi-Furnished,1,19.202225,72.815271,400064
Puraniks Rumah Bali Phase 4,6600000,860,7674.418604651163,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2858009,72.949997,400601
Puraniks Puraniks Grand Central,7100000,620,11451.612903225807,Thane,Mumbai,Apartment,1,2,Unfurnished,1,19.2114811,72.9616547,400601
Lodha Quality Home,8880000,870,10206.896551724138,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2118168,72.9891357,400601
Lodha Crown Kolshet Tower 2,8500000,880,9659.09090909091,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2281399,72.9774323,400601
Lodha Crown Kolshet Tower 2,5400000,530,10188.67924528302,Thane,Mumbai,Apartment,1,2,Unfurnished,1,19.2281399,72.9774323,400601
Runwal 25 Hour Life,7390000,670,11029.850746268658,Thane,Mumbai,Apartment,1,2,Unfurnished,1,19.233785,72.976798,400601
Lodha Amara Tower 26 27 28 30 34 35,7200000,665,10827.067669172933,Thane,Mumbai,Apartment,1,2,Unfurnished,1,19.234417,72.9894867,400601
Puraniks Puraniks Grand Central,9800000,960,10208.333333333334,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2114811,72.9616547,400601
Homewell Agarwal Floresta Oak,21700000,1057,20529.80132450331,Goregaon,Mumbai,Apartment,3,3,Unfurnished,1,19.1773167,72.8565064,400062
 ,12700000,750,16933.333333333332,Kurla,Mumbai,Apartment,2,2,Unfurnished,1,19.0639877,72.8833095,400070
 ,4700000,655,7175.572519083969,Dombivli,Mumbai,Apartment,1,2,Unfurnished,1,19.2251644,73.0796814,421201
 ,35000000,1550,22580.645161290322,Bhandup,Mumbai,Apartment,3,3,Unfurnished,1,19.1529579,72.9338379,400078
 ,22900000,1250,18320.0,Bhandup,Mumbai,Apartment,2,2,Unfurnished,1,19.1529579,72.9338379,400078
Vaibhavlaxmi Central Park,13900000,1350,10296.296296296296,Vikhroli,Mumbai,Apartment,2,2,Unfurnished,1,19.1141357,72.9355774,400079
Vaibhavlaxmi Central Park,8300000,650,12769.23076923077,Vikhroli,Mumbai,Apartment,1,2,Unfurnished,1,19.1141357,72.9355774,400079
Shraddha Park City,15600000,1150,13565.217391304348,Dahisar,Mumbai,Apartment,2,2,Unfurnished,1,19.2371731,72.864357,400068
Shraddha Park City,19200000,1350,14222.222222222223,Dahisar,Mumbai,Apartment,2,2,Unfurnished,1,19.2371731,72.864357,400068
 ,11500000,1500,7666.666666666667,Kalyan,Mumbai,Apartment,3,3,Furnished,1,19.2509098,73.1337967,421301
Shraddha Park City,18500000,1250,14800.0,Dahisar,Mumbai,Apartment,2,2,Unfurnished,1,19.2371731,72.864357,400068
Shraddha Park City,12800000,700,18285.714285714286,Dahisar,Mumbai,Apartment,1,2,Unfurnished,1,19.2371731,72.864357,400068
 ,4450000,645,6899.224806201551,Thakurli,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2256718,73.1002808,421201
Raj Park Heights,90000000,1990,45226.13065326633,Khar,Mumbai,Apartment,3,4,Furnished,1,19.0705893,72.8334198,400050
Bhoomi Simana The Urban Oasis,55100000,961,57336.108220603535,Parel,Mumbai,Apartment,3,2,Unfurnished,1,18.9987946,72.8433838,400012
Navkar Empire,5733250,812,7060.652709359606,Naigaon,Mumbai,Apartment,2,2,Semi-Furnished,1,19.3593807,72.8564606,401207
Navkar Empire,3999000,546,7324.175824175824,Naigaon,Mumbai,Apartment,1,2,Semi-Furnished,1,19.3593807,72.8564606,401207
GHP Azure,7500000,1100,6818.181818181818,Taloja,Mumbai,Apartment,2,2,Unfurnished,1,19.0783215,73.0952682,410208
Navkar Navkar Blossom,6198750,896,6918.247767857143,Naigaon,Mumbai,Apartment,2,1,Semi-Furnished,1,19.3588676,72.8559112,401207
Unique Elanza,5518000,620,8900.0,Mira Road,Mumbai,Apartment,1,2,Unfurnished,1,19.2727146,72.8788376,401107
Navkar Navkar Blossom,4199000,589,7129.032258064516,Naigaon,Mumbai,Apartment,1,1,Semi-Furnished,1,19.3588676,72.8559112,401207
 ,17500000,1050,16666.666666666668,Kurla,Mumbai,Apartment,3,3,Unfurnished,1,19.0639877,72.8833095,400070
Anjani One,7189000,790,9100.0,Bhayandar,Mumbai,Apartment,1,2,Unfurnished,1,19.307951,72.8638763,401107
Narang Asteria by Courtyard,24500000,1856,13200.431034482759,Thane,Mumbai,Apartment,3,3,Unfurnished,1,19.2201538,72.9631424,400601
Narang Courtyard Florence,63000000,3000,21000.0,Thane,Mumbai,Apartment,6,6,Unfurnished,1,19.22019,72.9637146,400601
Platinum Life,28000000,700,40000.0,Andheri,Mumbai,Apartment,2,2,Unfurnished,1,19.1262836,72.8326416,400053
Reputed Builder Gokul Dham Complex,9000000,1103,8159.564823209429,Kharghar,Mumbai,Apartment,2,2,Unfurnished,1,19.0708218,73.0739594,410210
 ,3950000,620,6370.967741935484,Ulwe,Mumbai,Apartment,1,1,Unfurnished,1,18.9729176,73.025032,410206
KK Ruby,4000000,640,6250.0,Ulwe,Mumbai,Apartment,1,1,Unfurnished,1,18.9729176,73.025032,410206
 ,2200000,500,4400.0,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3610363,72.860115,401207
 ,4500000,900,5000.0,Naigaon,Mumbai,Apartment,2,1,Unfurnished,1,19.3610363,72.860115,401207
 ,2900000,550,5272.727272727273,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3610363,72.860115,401207
Sunteck West World 1 Tivri Naigaon East,3600000,550,6545.454545454545,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3651009,72.8603973,401207
Sumatinath GP Complex Building No 2,3315000,570,5815.789473684211,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3584919,72.8668366,401207
 ,3000000,650,4615.384615384615,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3610363,72.860115,401207
 ,1850000,500,3700.0,Naigaon,Mumbai,Apartment,1,1,Unfurnished,1,19.3610363,72.860115,401207
Narang Asteria by Courtyard,17000000,1328,12801.204819277109,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2201538,72.9631424,400601
 ,75000000,1340,55970.149253731346,Vile Parle,Mumbai,Apartment,3,3,Unfurnished,1,19.1106358,72.8366318,400056
 ,90000000,1872,48076.92307692308,Juhu,Mumbai,Apartment,4,4,Semi-Furnished,1,19.1086788,72.8310022,400049
Narang Asteria by Courtyard,33000000,2656,12424.698795180722,Thane,Mumbai,Apartment,4,4,Unfurnished,1,19.2201538,72.9631424,400601
 ,13000000,1010,12871.287128712871,Koper Khairane,Mumbai,Apartment,2,2,Semi-Furnished,1,19.1027832,73.0097046,400709
 ,7200000,600,12000.0,Koper Khairane,Mumbai,Apartment,1,1,Unfurnished,1,19.1027832,73.0097046,400709
Shanti Green Palms,22000000,1600,13750.0,Ghansoli,Mumbai,Apartment,3,3,Semi-Furnished,1,19.1256294,72.9897766,400701
 ,8900000,650,13692.307692307691,Koper Khairane,Mumbai,Apartment,1,1,Unfurnished,1,19.1027832,73.0097046,400709
 ,16500000,1060,15566.037735849057,Ghansoli,Mumbai,Apartment,2,2,Unfurnished,1,19.1218281,72.9989853,400701
Om Signature,4880800,1090,4477.798165137615,Kolhare,Mumbai,Apartment,2,3,Semi-Furnished,1,19.0270233,73.3348084,410201
Om Signature,3947680,874,4516.796338672769,Kolhare,Mumbai,Apartment,2,3,Semi-Furnished,1,19.0270233,73.3348084,410201
Hiranandani Adonia,112500000,2155,52204.17633410673,Powai,Mumbai,Apartment,4,4,Semi-Furnished,1,19.1134872,72.9115372,400076
 ,1895680,570,3325.754385964912,Neral,Mumbai,Apartment,1,2,Semi-Furnished,1,19.0233002,73.3250656,410101
Rutu Tower,14500000,1000,14500.0,Thane,Mumbai,Apartment,3,2,Unfurnished,1,19.2281399,72.9774323,400601
Hiranandani Meadows,31100000,1795,17325.90529247911,Thane,Mumbai,Apartment,4,3,Unfurnished,1,19.2273422,72.9718477,400601
Dosti Imperia Dosti Majesta,30000000,2380,12605.042016806723,Thane,Mumbai,Apartment,4,4,Unfurnished,1,19.2355518,72.9754257,400601
Dosti Imperia Dosti Majesta,30000000,2360,12711.864406779661,Thane,Mumbai,Apartment,4,4,Unfurnished,1,19.2355518,72.9754257,400601
Gupta Aden Court,78500000,1450,54137.93103448276,Matunga,Mumbai,Apartment,3,4,Furnished,1,19.0287666,72.8531265,400019
 ,77500000,2250,34444.444444444445,Matunga,Mumbai,Apartment,3,3,Furnished,1,19.0287666,72.8531265,400019
National Jade Vedant,42500000,780,54487.179487179485,Matunga,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0287666,72.8531265,400019
 ,43000000,1250,34400.0,Matunga,Mumbai,Apartment,3,3,Semi-Furnished,1,19.0287666,72.8531265,400019
 ,13000000,650,20000.0,Thane,Mumbai,Apartment,1,1,Unfurnished,1,19.2281399,72.9774323,400601
 ,4050000,740,5472.972972972973,Kharghar,Mumbai,Apartment,1,2,Unfurnished,1,19.0708218,73.0739594,410210
 ,12500000,1200,10416.666666666666,Dombivali,Mumbai,Apartment,3,3,Unfurnished,1,19.2012711,73.0939026,421201
Dosti Imperia,22000000,1654,13301.088270858525,Thane,Mumbai,Apartment,3,3,Unfurnished,1,19.2355518,72.9754257,400601
Runwal Gardens Phase I,14000000,1350,10370.37037037037,Dombivali,Mumbai,Apartment,3,3,Unfurnished,1,19.2068768,73.103653,421201
 ,9500000,567,16754.850088183422,Kandivali,Mumbai,Apartment,1,2,Unfurnished,1,19.2059574,72.8601685,400067
 ,11500000,650,17692.30769230769,Malad,Mumbai,Apartment,1,2,Semi-Furnished,1,19.1870194,72.836937,400064
 ,14000000,750,18666.666666666668,Malad,Mumbai,Apartment,2,2,Unfurnished,1,19.1870194,72.836937,400064
Reputed Builder Marve Manor,8000000,630,12698.412698412698,Malad,Mumbai,Apartment,2,1,Semi-Furnished,1,19.1977501,72.8195496,400064
Kendale Kendale Emeralds Phase 2,3885000,930,4177.419354838709,Badlapur,Mumbai,Apartment,2,2,Unfurnished,1,19.1592293,73.2402115,421504
 ,24000000,1200,20000.0,Malad,Mumbai,Apartment,3,3,Furnished,1,19.1870194,72.836937,400064
 ,2285020,620,3685.516129032258,Neral,Mumbai,Apartment,1,2,Semi-Furnished,1,19.0233002,73.3250656,410101
Chirag Bhagat Grandeur,33000000,1800,18333.333333333332,Malad,Mumbai,Apartment,3,3,Unfurnished,1,19.1813679,72.8346558,400064
 ,14500000,900,16111.111111111111,Malad,Mumbai,Apartment,2,2,Unfurnished,1,19.1870194,72.836937,400064
 ,16500000,960,17187.5,Malad,Mumbai,Apartment,2,2,Furnished,1,19.1870194,72.836937,400064
 ,12000000,700,17142.85714285714,Malad,Mumbai,Apartment,2,2,Unfurnished,1,19.1870194,72.836937,400064
Sunteck City Avenue 2,25000000,1500,16666.666666666668,Goregaon,Mumbai,Apartment,2,2,Unfurnished,1,19.1502914,72.8470993,400062
Reputed Builder Haridwar Apartment,8200000,465,17634.40860215054,Panvel,Mumbai,Apartment,1,2,Semi-Furnished,1,19.1916256,72.8304138,410206
Hiranandani Meadows,23500000,1345,17472.118959107807,Thane,Mumbai,Apartment,3,3,Unfurnished,1,19.2273422,72.9718477,400601
 ,11000000,1000,11000.0,Malad,Mumbai,Apartment,2,2,Unfurnished,1,19.1870194,72.836937,400064
 ,8500000,560,15178.57142857143,Malad,Mumbai,Apartment,1,2,Unfurnished,1,19.1870194,72.836937,400064
 ,16000000,980,16326.530612244898,Malad,Mumbai,Apartment,2,2,Furnished,1,19.1870194,72.836937,400064
Reputed Builder Marve Manor,7500000,500,15000.0,Malad,Mumbai,Apartment,1,1,Furnished,1,19.1977501,72.8195496,400064
Hiranandani Meadows,23500000,1395,16845.878136200718,Thane,Mumbai,Apartment,3,3,Unfurnished,1,19.2273422,72.9718477,400601
 ,10500000,630,16666.666666666668,Malad,Mumbai,Apartment,1,2,Unfurnished,1,19.1870194,72.836937,400064
Hiranandani Meadows,32500000,1795,18105.8495821727,Thane,Mumbai,Apartment,4,3,Unfurnished,1,19.2273422,72.9718477,400601
 ,12000000,680,17647.058823529413,Malad,Mumbai,Apartment,1,2,Semi-Furnished,1,19.1870194,72.836937,400064
 ,8000000,540,14814.814814814816,Malad,Mumbai,Apartment,1,2,Unfurnished,1,19.1870194,72.836937,400064
 ,9800000,610,16065.573770491803,Malad,Mumbai,Apartment,1,2,Semi-Furnished,1,19.1870194,72.836937,400064
Wadhwa Promenade The Address,18000000,1050,17142.85714285714,Ghatkopar,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0997562,72.9185562,400086
Wadhwa The Address,18400000,1050,17523.809523809523,Ghatkopar,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0980682,72.9198303,400086
Wadhwa The Address,18500000,1050,17619.04761904762,Ghatkopar,Mumbai,Apartment,2,2,Unfurnished,1,19.0980682,72.9198303,400086
Jewel Veda,2745000,900,3050.0,Badlapur,Mumbai,Apartment,2,2,Unfurnished,1,19.1553402,73.2353897,421504
 ,11000000,1000,11000.0,Kharghar,Mumbai,Apartment,2,2,Unfurnished,1,19.0708218,73.0739594,410210
Bhumiraj Retreat,9600000,615,15609.756097560976,Sanpada,Mumbai,Apartment,1,1,Unfurnished,1,19.0607624,73.0027847,400705
Mohan Regency,5100000,660,7727.272727272727,Kalyan,Mumbai,Apartment,1,1,Semi-Furnished,1,19.2576132,73.1286812,421301
Reputed Builder Aakash Ganga Complex,7900000,955,8272.251308900524,Thane,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2281399,72.9774323,400601
 ,77500000,1270,61023.62204724409,Malabar Hill,Mumbai,Apartment,2,3,Furnished,1,18.9537106,72.8004303,400020
Sunteck Maxx World,6400000,915,6994.535519125683,Naigaon,Mumbai,Apartment,2,2,Unfurnished,1,19.3658218,72.8602066,401207
Sunteck West World 1 Tivri Naigaon East,5500000,775,7096.774193548387,Naigaon,Mumbai,Apartment,2,2,Unfurnished,1,19.3651009,72.8603973,401207
 ,29000000,2275,12747.252747252747,Kharghar,Mumbai,Apartment,3,3,Unfurnished,1,19.0708218,73.0739594,410210
JP JP North Barcelona,7000000,515,13592.233009708738,Mira Road,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2829971,72.8857346,401107
Sunteck Maxx World,4200000,590,7118.64406779661,Naigaon,Mumbai,Apartment,1,2,Unfurnished,1,19.3658218,72.8602066,401207
Sunteck West World 1 Tivri Naigaon East,3600000,590,6101.6949152542375,Naigaon,Mumbai,Apartment,1,2,Unfurnished,1,19.3651009,72.8603973,401207
Deraiya Classico,14500000,650,22307.69230769231,Kurla,Mumbai,Apartment,2,2,Semi-Furnished,1,19.0639877,72.8833095,400070
PNK Space Tiara Hills Phase I Bldg No 3 5 And 2,8000000,875,9142.857142857143,Mira Road,Mumbai,Apartment,2,2,Unfurnished,1,19.2772121,72.8874359,401107
MHADA Bombay Dyeing Mill,4500000,270,16666.666666666668,Wadala,Mumbai,Apartment,1,1,Unfurnished,1,19.0150871,72.8598328,400037
MHADA Bombay Dyeing Mill,4300000,320,13437.5,Wadala,Mumbai,Apartment,1,1,Unfurnished,1,19.0150871,72.8598328,400037
 ,11000000,600,18333.333333333332,Andheri,Mumbai,Apartment,1,2,Unfurnished,1,19.1270065,72.8389206,400053
Shri Nakoda Ratan Address,37000000,1050,35238.09523809524,Dadar,Mumbai,Apartment,2,2,Unfurnished,1,19.0198555,72.8385773,400014
Terraform Iris,8000000,998,8016.032064128257,Thane,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2701454,72.9702377,400601
 ,13000000,610,21311.475409836065,Chembur,Mumbai,Apartment,1,1,Semi-Furnished,1,19.0544338,72.8968964,400071
 ,4000000,650,6153.846153846154,Kharghar,Mumbai,Apartment,1,2,Unfurnished,1,19.0708218,73.0739594,410210
NVN Rudra ODC1,27000000,850,31764.70588235294,Goregaon,Mumbai,Apartment,3,3,Unfurnished,1,19.1500282,72.848793,400062
 ,16000000,750,21333.333333333332,Chembur,Mumbai,Apartment,1,2,Semi-Furnished,1,19.0544338,72.8968964,400071
 ,5100000,719,7093.184979137691,Ulwe,Mumbai,Apartment,1,2,Unfurnished,1,18.9729176,73.025032,410206
Tulip Empire,9700000,1249,7766.212970376301,Ulwe,Mumbai,Apartment,2,2,Unfurnished,1,18.9647331,73.023262,410206
JHV Hira Laxmi Heights,16000000,1550,10322.58064516129,Ulwe,Mumbai,Apartment,3,3,Unfurnished,1,18.9703789,73.0205841,410206
 ,13000000,1600,8125.0,Ulwe,Mumbai,Apartment,3,3,Unfurnished,1,18.9729176,73.025032,410206
Paradise Sai Riverdale,5700000,700,8142.857142857143,Taloja,Mumbai,Apartment,1,2,Semi-Furnished,1,19.0790214,73.0982208,410208
 ,2340000,685,3416.058394160584,Ambernath,Mumbai,Apartment,1,1,Unfurnished,1,19.1948442,73.1899185,421501
 ,3120000,910,3428.5714285714284,Ambernath,Mumbai,Apartment,2,2,Unfurnished,1,19.1948442,73.1899185,421501
Shailesh Riddhi Siddhi Residency,12000000,1150,10434.782608695652,Ulwe,Mumbai,Apartment,2,2,Unfurnished,1,18.9699993,73.0199966,410206
Vardhan Poseidon,27000000,870,31034.48275862069,Andheri,Mumbai,Apartment,2,2,Semi-Furnished,1,19.1270065,72.8389206,400053
 ,5500000,1050,5238.0952380952385,Ulwe,Mumbai,Apartment,2,2,Unfurnished,1,18.9729176,73.025032,410206
R A Residences,85000000,2400,35416.666666666664,Dadar,Mumbai,Apartment,3,4,Unfurnished,1,19.014925,72.8464966,400014
Bhagwati Hari Darshan,11000000,1200,9166.666666666666,Ulwe,Mumbai,Apartment,2,2,Unfurnished,1,18.9728775,73.0170136,410206
Mangeshi Sohan,4499000,680,6616.176470588235,Kalyan,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2639008,73.1280289,421301
Lakhani Oasis,5500000,700,7857.142857142857,Ulwe,Mumbai,Apartment,1,1,Unfurnished,1,18.9729176,73.025032,410206
 ,6600000,900,7333.333333333333,Kalyan,Mumbai,Apartment,2,2,Unfurnished,1,19.2509098,73.1337967,421301
Lodha Sterling,32500000,1500,21666.666666666668,Thane,Mumbai,Apartment,3,3,Furnished,1,19.233612,72.987227,400601
 ,7900000,870,9080.459770114943,Kalyan,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2509098,73.1337967,421301
Thanekar Thanekar Palacio,6100000,1190,5126.050420168067,Badlapur,Mumbai,Apartment,3,2,Unfurnished,1,19.1591186,73.2321243,421504
Navkar City,3749000,500,7498.0,Naigaon,Mumbai,Apartment,1,2,Semi-Furnished,1,19.3594646,72.8569565,401207
 ,3290000,662,4969.788519637462,Diva Gaon,Mumbai,Apartment,1,2,Unfurnished,1,19.1729898,73.0456085,400612
 ,21600000,986,21906.693711967546,Ghatkopar,Mumbai,Apartment,2,1,Unfurnished,1,19.0818329,72.9110462,400086
Rai Rai Tulip,6190000,925,6691.891891891892,Kalyan,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2197113,73.1346741,421301
 ,4295000,740,5804.054054054054,Kalyan,Mumbai,Apartment,1,1,Unfurnished,1,19.2509098,73.1337967,421301
Lodha Bel Air,26000000,1100,23636.363636363636,Jogeshwari,Mumbai,Apartment,2,2,Unfurnished,1,19.1419449,72.8443756,400060
 ,5500000,700,7857.142857142857,Vashi,Mumbai,Apartment,1,1,Semi-Furnished,1,19.08074,73.0001373,400703
Lodha Park,65000000,1200,54166.666666666664,Lower Parel,Mumbai,Apartment,3,3,Unfurnished,1,19.0047722,72.8281326,400013
Lokhandwala Minerva 1A 1B And 1C,85000000,2500,34000.0,Mahalaxmi,Mumbai,Apartment,3,4,Semi-Furnished,1,18.9870586,72.8273315,400027
Agarwal Skyrise,4100000,650,6307.692307692308,Virar,Mumbai,Apartment,1,2,Unfurnished,1,19.4662743,72.8022614,401303
S And T Serenity Heights,40000000,1251,31974.420463629096,Chembur,Mumbai,Apartment,3,3,Unfurnished,1,19.0544338,72.8968964,400071
B and M Vasundhara Heights,26000000,1600,16250.0,Nerul,Mumbai,Apartment,3,3,Semi-Furnished,1,19.0328178,73.0195999,400706
JP Estella,11100000,970,11443.298969072164,Mira Road,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2818832,72.8848801,401107
 ,2500000,550,4545.454545454545,Virar,Mumbai,Apartment,1,2,Unfurnished,1,19.467907,72.800415,401303
Supreme Lake Primrose,30000000,1275,23529.41176470588,Powai,Mumbai,Apartment,3,3,Unfurnished,1,19.1185722,72.9130859,400076
Reputed Builder Sweet Home,35000000,1900,18421.052631578947,Andheri,Mumbai,Apartment,4,4,Semi-Furnished,1,19.1270065,72.8389206,400053
GBK Vishwajeet Empire,2700000,588,4591.836734693878,Ambernath,Mumbai,Apartment,1,1,Unfurnished,1,19.1882858,73.1688004,421501
 ,4800000,745,6442.953020134229,Dombivli,Mumbai,Apartment,1,1,Unfurnished,1,19.2251644,73.0796814,421201
 ,6800000,895,7597.765363128492,Thakurli,Mumbai,Apartment,2,1,Unfurnished,1,19.2256718,73.1002808,421201
 ,5700000,600,9500.0,Dombivli,Mumbai,Apartment,1,1,Semi-Furnished,1,19.2251644,73.0796814,421201
 ,4500000,625,7200.0,Dombivli,Mumbai,Apartment,1,1,Semi-Furnished,1,19.2251644,73.0796814,421201
 ,5300000,730,7260.273972602739,Dombivli,Mumbai,Apartment,1,1,Unfurnished,1,19.2251644,73.0796814,421201
 ,6400000,824,7766.9902912621355,Dombivali,Mumbai,Apartment,2,1,Unfurnished,1,19.2012711,73.0939026,421201
Trinity Bright Homes,8900000,1155,7705.627705627706,Ulwe,Mumbai,Apartment,2,2,Unfurnished,1,18.9686165,73.0195923,410206
Ashar Arize,9100000,700,13000.0,Thane,Mumbai,Apartment,1,1,Unfurnished,1,19.2003441,72.9961395,400601
Reputed Builder Piccadilly Buildings,4100000,425,9647.058823529413,Goregaon,Mumbai,Apartment,1,1,Semi-Furnished,1,19.1602707,72.8467484,400062
Kapleshwara Residency,6500000,900,7222.222222222223,Kalyan,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2101994,73.1137009,421301
Chaitanya Tower,65000000,1100,59090.90909090909,Prabhadevi,Mumbai,Apartment,2,2,Unfurnished,1,19.0125599,72.8295059,400013
Sai Balaji Estate,4500000,700,6428.571428571428,Dombivali,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2120514,73.0948944,421201
Royal Palms Summit Apartments,5300000,544,9742.64705882353,Goregaon,Mumbai,Apartment,1,1,Furnished,1,19.1539097,72.8851776,400062
Reputed Builder Palms Apartment 2,5200000,540,9629.62962962963,Goregaon,Mumbai,Apartment,1,1,Furnished,1,19.153513,72.8844986,400062
 ,17500000,780,22435.897435897437,Wadala,Mumbai,Apartment,2,2,Unfurnished,1,19.0220928,72.867157,400037
Newlook Bhavya Elite,11000000,580,18965.51724137931,Wadala,Mumbai,Apartment,1,2,Unfurnished,1,19.0312118,72.8675003,400037
 ,8500000,1000,8500.0,Belapur,Mumbai,Apartment,1,1,Semi-Furnished,1,19.0130463,73.0345917,400614
Space Residence II Building No 4 A,6500000,700,9285.714285714286,Mira Road,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2785778,72.8800049,401107
RNA NG N G Bliss,7000000,675,10370.37037037037,Bhayandar,Mumbai,Apartment,1,2,Semi-Furnished,1,19.3026009,72.8619003,401107
Ishwar New Amit,6099000,933,6536.977491961415,Ambernath,Mumbai,Apartment,2,1,Unfurnished,1,19.2045212,73.1889725,421501
Ishwar New Amit,4699000,723,6499.308437067773,Ambernath,Mumbai,Apartment,1,1,Unfurnished,1,19.2045212,73.1889725,421501
Jhalak Fourwings,3700000,710,5211.267605633803,Ambernath,Mumbai,Apartment,1,1,Unfurnished,1,19.2076912,73.180809,421501
Ishwar Yog Surabhi,6099000,924,6600.649350649351,Ambernath,Mumbai,Apartment,2,1,Unfurnished,1,19.2076187,73.1854172,421501
Ishwar Yog Surabhi,7399000,1138,6501.757469244289,Ambernath,Mumbai,Apartment,3,2,Unfurnished,1,19.2076187,73.1854172,421501
Ishwar Yog Surabhi,5699000,871,6543.053960964408,Ambernath,Mumbai,Apartment,2,1,Unfurnished,1,19.2076187,73.1854172,421501
Ishwar Ishwar Bliss,5399000,893,6045.912653975364,Ambernath,Mumbai,Apartment,2,1,Unfurnished,1,19.1948442,73.1899185,421501
Kunal Royyal Herittage,9700000,450,21555.555555555555,Borivali,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2262917,72.8569031,400091
Adeshwar 72 Parksyde,13700000,891,15375.98204264871,Ghatkopar,Mumbai,Apartment,1,1,Semi-Furnished,1,19.0796204,72.905426,400086
Chandak GREENAIRY,17000000,724,23480.662983425413,Borivali,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2226448,72.8653488,400091
 ,4500000,655,6870.229007633588,Ulwe,Mumbai,Apartment,1,2,Unfurnished,1,18.9729176,73.025032,410206
 ,5200000,665,7819.548872180451,Ulwe,Mumbai,Apartment,1,2,Unfurnished,1,18.9729176,73.025032,410206
 ,16000000,780,20512.82051282051,Dahisar,Mumbai,Apartment,2,2,Semi-Furnished,1,19.2522278,72.864357,400068
Prasun Sai Radha,19000000,700,27142.85714285714,Bhandup,Mumbai,Apartment,2,2,Unfurnished,1,19.1529579,72.9338379,400078
Luv Homes and Anant Builders Riverside,5500000,900,6111.111111111111,Taloja,Mumbai,Apartment,2,2,Unfurnished,1,19.0789375,73.1175384,410208
Royal Palms Ruby Isle,3300000,330,10000.0,Goregaon,Mumbai,Apartment,1,1,Unfurnished,1,19.1535053,72.886261,400062
Bhalchandra Mahadev Pawar Mangal Murti Complex,2200000,380,5789.473684210527,Virar,Mumbai,Apartment,1,1,Semi-Furnished,1,19.467907,72.800415,401303
Sonam Sagar,8800000,820,10731.707317073171,Bhayandar,Mumbai,Apartment,2,2,Semi-Furnished,1,19.3009624,72.8649674,401107
Tricity Bayview,7200000,1130,6371.6814159292035,Panvel,Mumbai,Apartment,2,2,Unfurnished,1,18.9684048,73.1304779,410206
 ,4900000,640,7656.25,Kamothe,Mumbai,Apartment,1,1,Semi-Furnished,1,19.0155239,73.0938644,410209
Om Unnati,2200000,405,5432.098765432099,Taloja,Mumbai,Apartment,1,1,Unfurnished,1,19.0783186,73.0981865,410208
Hiranandani Solitaire,7000000,610,11475.409836065573,Thane,Mumbai,Apartment,1,1,Semi-Furnished,1,19.2180653,72.9667511,400601
Hiranandani Lavinia,10000000,630,15873.015873015873,Thane,Mumbai,Apartment,1,2,Semi-Furnished,1,19.2470274,72.9756546,400601
 ,14500000,1018,14243.61493123772,Thane,Mumbai,Apartment,2,2,Unfurnished,1,19.2281399,72.9774323,400601
Lodha Lodha Divino,36900000,950,38842.10526315789,Sion,Mumbai,Apartment,2,2,Unfurnished,1,19.0358238,72.870903,400022
